Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Membranoptera spinulosa,NA,Present,Kachemak_Bay,Species,372431,"(Ruprecht) Kuntze, 1891",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Membranoptera,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Membranoptera spinulosa (Ruprecht) Kuntze, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372431 on 2024-02-21",2024-02-21,WORMS
Membranoptera weeksiae,NA,Present,Kachemak_Bay,Species,372607,"Setchell & N.L.Gardner, 1926",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Membranoptera,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Membranoptera weeksiae Setchell & N.L.Gardner, 1926. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372607 on 2024-02-21",2024-02-21,WORMS
Mesophyllum lamellatum,Coralline Crust,Present,Kachemak_Bay,Species,372609,"(Setchell & Foslie) W.H.Adey, 1970",Plantae,Rhodophyta,Florideophyceae,Hapalidiales,Mesophyllumaceae,Mesophyllum,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mesophyllum lamellatum (Setchell & Foslie) W.H.Adey, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372609 on 2024-02-21",2024-02-21,WORMS
Mikamiella,NA,Present,Kachemak_Bay,Genus,369907,"M.J.Wynne, 1977",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Mikamiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mikamiella M.J.Wynne, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369907 on 2024-02-21",2024-02-21,WORMS
Neodilsea borealis,Northern Red Blade,Present,Kachemak_Bay,Species,373956,"(I.A.Abbott) S.C.Lindstrom, 1985",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Neodilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neodilsea borealis (I.A.Abbott) S.C.Lindstrom, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373956 on 2024-02-21",2024-02-21,WORMS
Neodilsea integra,NA,Present,Kachemak_Bay,Species,497990,"(Kjellman) A.D.Zinova, 1961",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Neodilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neodilsea integra (Kjellman) A.D.Zinova, 1961. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=497990 on 2024-02-21",2024-02-21,WORMS
Neorhodomela,NA,Present,Kachemak_Bay,Genus,369944,"Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369944 on 2024-02-21",2024-02-21,WORMS
Neorhodomela aculeata,NA,Present,Kachemak_Bay,Species,372471,"(Perestenko) Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela aculeata (Perestenko) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372471 on 2024-02-21",2024-02-21,WORMS
Neorhodomela larix,Black Pine,Present,Kachemak_Bay,Species,372616,"(Turner) Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela larix (Turner) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372616 on 2024-02-21",2024-02-21,WORMS
Neorhodomela oregona,Oregon Pine,Present,Kachemak_Bay,Species,372473,"(Doty) Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela oregona (Doty) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372473 on 2024-02-21",2024-02-21,WORMS
Odonthalia floccosa,NA,Present,Kachemak_Bay,Species,372621,"(Esper) Falkenberg, 1901",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia floccosa (Esper) Falkenberg, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372621 on 2024-02-21",2024-02-21,WORMS
Odonthalia kamtschatica,NA,Present,Kachemak_Bay,Species,373822,"(Ruprecht) J.Agardh, 1863",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia kamtschatica (Ruprecht) J.Agardh, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373822 on 2024-02-21",2024-02-21,WORMS
Odonthalia setacea,NA,Present,Kachemak_Bay,Species,373820,"(Ruprecht) Perestenko, 1977",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia setacea (Ruprecht) Perestenko, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373820 on 2024-02-21",2024-02-21,WORMS
Opuntiella californica,Red Opuntia,Present,Kachemak_Bay,Species,372623,"(Farlow) Kylin, 1925",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Furcellariaceae,Opuntiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Opuntiella californica (Farlow) Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372623 on 2024-02-21",2024-02-21,WORMS
Palmaria callophylloides,Frilly Red Ribbon,Present,Kachemak_Bay,Species,373914,"M.W.Hawkes & Scagel, 1986",Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Palmaria callophylloides M.W.Hawkes & Scagel, 1986. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373914 on 2024-02-21",2024-02-21,WORMS
Palmaria hecatensis,Stiff Red Ribbon,Present,Kachemak_Bay,Species,372625,"M.W.Hawkes, 1985",Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Palmaria hecatensis M.W.Hawkes, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372625 on 2024-02-21",2024-02-21,WORMS
Palmaria mollis,Red Ribbon/Red Kale,Present,Kachemak_Bay,Species,372626,"(Setchell & N.L.Gardner) van der Meer & C.J.Bird, 1985",Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Palmaria mollis (Setchell & N.L.Gardner) van der Meer & C.J.Bird, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372626 on 2024-02-21",2024-02-21,WORMS
Phycodrys,NA,Present,Kachemak_Bay,Genus,143895,"Kützing, 1843",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Phycodrys Kützing, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143895 on 2024-02-21",2024-02-21,WORMS
Pleonosporium pedicellatum,NA,Present,Kachemak_Bay,Species,374013,"S.C.Lindstrom, M.J.Wynne & N.I.Calvin, 1983",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pleonosporium,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pleonosporium pedicellatum S.C.Lindstrom, M.J.Wynne & N.I.Calvin, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=374013 on 2024-02-21",2024-02-21,WORMS
Pleonosporium vancouverianum,NA,Present,Kachemak_Bay,Species,372794,"(J.Agardh) Setchell & N.L.Gardner, 1903",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pleonosporium,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pleonosporium vancouverianum (J.Agardh) Setchell & N.L.Gardner, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372794 on 2024-02-21",2024-02-21,WORMS
Polysiphonia hendryi var. luxurians,Polly Hendry,Present,Kachemak_Bay,Variety,550842,(Hollenberg) Hollenberg,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Polysiphonia hendryi var. luxurians (Hollenberg) Hollenberg. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=550842 on 2024-02-21",2024-02-21,WORMS
Polysiphonia pacifica,Polly Pacific,Present,Kachemak_Bay,Species,372636,"Hollenberg, 1942",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Polysiphonia pacifica Hollenberg, 1942. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372636 on 2024-02-21",2024-02-21,WORMS
Porphyra,NA,Present,Kachemak_Bay,Genus,143808,"C.Agardh, 1824",Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Porphyra C.Agardh, 1824. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143808 on 2024-02-21",2024-02-21,WORMS
Ptilota asplenioides,NA,Present,Kachemak_Bay,Species,501335,"(Esper) C.Agardh, 1822",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Ptilota,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ptilota asplenioides (Esper) C.Agardh, 1822. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=501335 on 2024-02-21",2024-02-21,WORMS
Ptilota filicina,Red Wing,Present,Kachemak_Bay,Species,372387,"J.Agardh, 1876",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Ptilota,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ptilota filicina J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372387 on 2024-02-21",2024-02-21,WORMS
Ptilota serrata,NA,Present,Kachemak_Bay,Species,144687,"Kützing, 1847",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Ptilota,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ptilota serrata Kützing, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144687 on 2024-02-21",2024-02-21,WORMS
Rhodophyta,red algae,Present,Kachemak_Bay,Phylum (Division),852,"Wettstein, 1901",Plantae,Rhodophyta,NA,NA,NA,NA,WoRMS (2024). Rhodophyta. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=852 on 2024-02-21,2024-02-21,WORMS
Rhodymenia liniformis,NA,Present,Kachemak_Bay,Species,372294,"Okamura, 1934",Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Rhodymenia liniformis Okamura, 1934. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372294 on 2024-02-21",2024-02-21,WORMS
Savoiea bipinnata,NA,Present,Kachemak_Bay,Species,1345055,"(Postels & Ruprecht) M.J.Wynne, 2018",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Savoiea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Savoiea bipinnata (Postels & Ruprecht) M.J.Wynne, 2018. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1345055 on 2024-02-21",2024-02-21,WORMS
Sparlingia pertusa,Red Eyelet Silk,Present,Kachemak_Bay,Species,375031,"(Postels & Ruprecht) G.W.Saunders, I.M.Strachan & Kraft, 1999",Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Sparlingia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Sparlingia pertusa (Postels & Ruprecht) G.W.Saunders, I.M.Strachan & Kraft, 1999. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=375031 on 2024-02-21",2024-02-21,WORMS
Tokidadendron bullatum,NA,Present,Kachemak_Bay,Species,494945,"(N.L.Gardner) M.J.Wynne, 1970",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Tokidadendron,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tokidadendron bullatum (N.L.Gardner) M.J.Wynne, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494945 on 2024-02-21",2024-02-21,WORMS
Turnerella mertensiana,Red Sea-cabbage,Present,Kachemak_Bay,Species,372268,"(Postels & Ruprecht) F.Schmitz, 1893",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Furcellariaceae,Turnerella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Turnerella mertensiana (Postels & Ruprecht) F.Schmitz, 1893. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372268 on 2024-02-21",2024-02-21,WORMS
