Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Spirinchus thaleichthys,Longfin smelt,Present,Kachemak_Bay,Species,282844,"(Ayres, 1860)",Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Spirinchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Spirinchus thaleichthys (Ayres, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282844 on 2024-02-21",2024-02-21,WORMS
Spiromoelleria kachemakensis,Kachemak tubinid,Present,Kachemak_Bay,Species,528086,"Baxter & J. H. McLean, 1984",Animalia,Mollusca,Gastropoda,Trochida,Colloniidae,Spiromoelleria,"MolluscaBase eds. (2024). MolluscaBase. Spiromoelleria kachemakensis Baxter & J. H. McLean, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=528086 on 2024-02-21",2024-02-21,WORMS
Spirorbis sp. (spirillum?),Spiral tube worm,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirorbis spp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella arborea,American Tree Sparrow,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spongomorpha saxitalis,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spongonema tomentosa,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Squalus acanthias,Spiny dogfish,Present,Kachemak_Bay,Species,105923,"Linnaeus, 1758",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Squalus acanthias Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923 on 2024-02-21",2024-02-21,WORMS
Stellaria borealis,Boreal starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria borealis ssp. borealis,Boreal startwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria borealis ssp. sitchana,Sitka starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria calycantha,Northern sandwort/Northern starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria crispa,Crisp sandwort/Curled starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria humifusa,Saltmarsh starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria longipes,Long-stalked starwort/Longstalk starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria media,Common garden chickweed/Common chickweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria sp.,Chickweed/Starwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemaspis acuta,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stercorarius longicaudus,Long-tailed Jaeger,Present,Kachemak_Bay,Species,137171,"Vieillot, 1819",Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,"WoRMS (2024). Stercorarius longicaudus Vieillot, 1819. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137171 on 2024-02-21",2024-02-21,WORMS
Stercorarius parasiticus,Parasitic Jaeger,Present,Kachemak_Bay,Species,137172,"(Linnaeus, 1758)",Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,"WoRMS (2024). Stercorarius parasiticus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137172 on 2024-02-21",2024-02-21,WORMS
Stercorarius pomarinus,Pomarine Jaeger,Present,Kachemak_Bay,Species,137173,"(Temminck, 1815)",Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,"WoRMS (2024). Stercorarius pomarinus (Temminck, 1815). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137173 on 2024-02-21",2024-02-21,WORMS
Sterna paradisaea,Arctic Tern,Present,Kachemak_Bay,Species,137165,"Pontoppidan, 1763",Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,"WoRMS (2024). Sterna paradisaea Pontoppidan, 1763. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137165 on 2024-02-21",2024-02-21,WORMS
Sternaspis acuta,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stichaeidae sp.,Unidentified prickleback,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stichaeus punctatus,Arctic shanny,Present,Kachemak_Bay,Species,159819,"(Fabricius, 1780)",Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Stichaeus punctatus (Fabricius, 1780). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159819 on 2024-02-21",2024-02-21,WORMS
Streptopus amplexifolius,Watermelon berry/Clasping twisted stalk/Wild cucumber/Claspleaf twisted stalk,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strix nebulosa,Great Gray Owl,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,green sea urchin; northern sea urchin; Nothern sea urchin; sea egg,Present,Kachemak_Bay,Species,124321,"(O.F. Müller, 1776)",Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Strongylocentrotus droebachiensis (O.F. Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124321 on 2024-02-21",2024-02-21,WORMS
Strongylocentrotus pallidus,pale sea urchin; White sea urchin,Present,Kachemak_Bay,Species,124324,"(Sars G.O., 1872)",Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Strongylocentrotus pallidus (Sars G.O., 1872). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124324 on 2024-02-21",2024-02-21,WORMS
Strongylocentrotus purpuratus,purple sea urchin,Present,Kachemak_Bay,Species,240747,"(Stimpson, 1857)",Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Strongylocentrotus purpuratus (Stimpson, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240747 on 2024-02-21",2024-02-21,WORMS
Stuckenia filiformis,Fineleaf pondweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuckenia pectinatus,Sago pondweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuckenia vaginatus,Sheathed pondweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus cineraceus,Gray Starling,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus vulgaris,European Starling,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styela gibbsi,Sea bottle,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styela montereyensis,Sea bottle,Present,Kachemak_Bay,Species,240756,"(Dall, 1872)",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela montereyensis (Dall, 1872). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240756 on 2024-02-21",2024-02-21,WORMS
Stylasterias forreri,Fish-eating star,Present,Kachemak_Bay,Species,255062,"(deLoriol, 1887)",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,"Mah, C.L. (2024). World Asteroidea Database. Stylasterias forreri (deLoriol, 1887). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=255062 on 2024-02-21",2024-02-21,WORMS
Suaeda calceoliformis,Saltwort/Sea pickle/Pursh seepweed/Sea blite,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suberites ficus,fig sponge; orange fig horny sponge; Orange sponge; sea orange; Wandering,Present,Kachemak_Bay,Species,134285,"(Johnston, 1842)",Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Suberites ficus (Johnston, 1842). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134285 on 2024-02-21",2024-02-21,WORMS
Surnia ulula,Northern Hawk-Owl,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swertia perennis,Alpine bog swertia/Felwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syllidae, unid.",NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syllidae, unidentified",NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum subspicatum var. subspicatum,Douglas aster,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synaptomys borealis,Northern Bog Lemming,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synoicum parusti,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synthliboramphus antiquus,Ancient Murrelet,Present,Kachemak_Bay,Species,344120,"(Gmelin, 1789)",Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,"WoRMS (2024). Synthliboramphus antiquus (Gmelin, 1789). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=344120 on 2024-02-21",2024-02-21,WORMS
Tachycineta bicolor,Tree Swallow,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tachycineta thalassina,Violet-green Swallow,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamiasciurus hudsonicus,Red Squirrel,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum lyratum,Harp dandelion/Kamchatka dandelion,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum officinale,Common dandelion,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum officinale ssp. ceratophorum,Common dandelion/Horned dandelion,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum sp.,Dandelion,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tectura,NA,Present,Kachemak_Bay,Genus,138142,"J. E. Gray, 1847",Animalia,Mollusca,Gastropoda,NA,Lottiidae,Tectura,"MolluscaBase eds. (2024). MolluscaBase. Tectura J. E. Gray, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138142 on 2024-02-21",2024-02-21,WORMS
Tellima grandiflora,Fringe cups/Bigflower tellima,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tellina nuculoides,salmon tellin,Present,Kachemak_Bay,Species,582784,"(Reeve, 1854)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,"MolluscaBase eds. (2024). MolluscaBase. Tellina nuculoides (Reeve, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582784 on 2024-02-21",2024-02-21,WORMS
Telmessus cheiragonus,helmet crab,Present,Kachemak_Bay,Species,254360,"(Tilesius, 1815)",Animalia,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,"DecaNet eds. (2024). DecaNet. Telmessus cheiragonus (Tilesius, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254360 on 2024-02-21",2024-02-21,WORMS
Terebeliides stroemi,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terebratalia transversa,Transverse lamp shell/Common lamp shell,Present,Kachemak_Bay,Species,235615,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebrataliidae,Terebratalia,"Verhoeff, T. (2024). World Brachiopoda Database. Terebratalia transversa (Sowerby, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235615 on 2024-02-21",2024-02-21,WORMS
Terebratulina sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thaleichthys pacificus,Eulachon/Hooligan/Columbia River smelt/Candlefish,Present,Kachemak_Bay,Species,282959,"(Richardson, 1836)",Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Thaleichthys,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Thaleichthys pacificus (Richardson, 1836). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282959 on 2024-02-21",2024-02-21,WORMS
Thalictrum alpinum,Alpine meadow rue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum hultenii,Hulten's meadow rue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum sp.,Meadow rue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum sparsiflorum,Few-flowered meadow rue/Fewflower meadow rue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thelepus cincinnatus,Terebellid worm,Present,Kachemak_Bay,Species,131543,"(Fabricius, 1780)",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Thelepus cincinnatus (Fabricius, 1780). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131543 on 2024-02-21",2024-02-21,WORMS
Thelepus crispus,Hairy-gilled worm,Present,Kachemak_Bay,Species,332560,"Johnson, 1901",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Thelepus crispus Johnson, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=332560 on 2024-02-21",2024-02-21,WORMS
Thlaspi arcticum,Arctic pennycress,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiarella trifoliata,Foam flower/Lace flower/Threeleaf foamflower,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tofieldia coccinea,Northern asphodel,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tofieldia glutinosa,False asphodel/Sticky false asphodel/Sticky tofieldia,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tofieldia pusilla,Scotch false asphodel,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tokidadendron bullatum,NA,Present,Kachemak_Bay,Species,494945,"(N.L.Gardner) M.J.Wynne, 1970",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Tokidadendron,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tokidadendron bullatum (N.L.Gardner) M.J.Wynne, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494945 on 2024-02-21",2024-02-21,WORMS
Tonicella,NA,Present,Kachemak_Bay,Genus,138090,"P. P. Carpenter, 1873",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,"MolluscaBase eds. (2024). MolluscaBase. Tonicella P. P. Carpenter, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138090 on 2024-02-21",2024-02-21,WORMS
Tonicella insignis,Tiger chiton,Present,Kachemak_Bay,Species,386440,"(Reeve, 1847)",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,"MolluscaBase eds. (2024). MolluscaBase. Tonicella insignis (Reeve, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386440 on 2024-02-21",2024-02-21,WORMS
Tonicella lineata,lined chiton,Present,Kachemak_Bay,Species,386441,"(W. Wood, 1815)",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,"MolluscaBase eds. (2024). MolluscaBase. Tonicella lineata (W. Wood, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386441 on 2024-02-21",2024-02-21,WORMS
Torreyochloa pallida,Weak alkali grass/Pale false manna grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachipterus altivelis,King-of-the-salmon,Present,Kachemak_Bay,Species,272531,"Kner, 1859",Animalia,Chordata,Teleostei,Lampriformes,Trachipteridae,Trachipterus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Trachipterus altivelis Kner, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272531 on 2024-02-21",2024-02-21,WORMS
Traskorchestia traskiana,Beach hopper,Present,Kachemak_Bay,Species,557376,"(Stimpson, 1857)",Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Traskorchestia,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaș-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Traskorchestia traskiana (Stimpson, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=557376 on 2024-02-21",2024-02-21,WORMS
Tresus capax,fat gaper; fat gaper clam,Present,Kachemak_Bay,Species,367776,"(A. Gould, 1850)",Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,"MolluscaBase eds. (2024). MolluscaBase. Tresus capax (A. Gould, 1850). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367776 on 2024-02-21",2024-02-21,WORMS
Trichodon trichodon,Pacific sandfish/Tobiefish,Present,Kachemak_Bay,Species,283043,"(Tilesius, 1813)",Animalia,Chordata,Teleostei,Perciformes,Trichodontidae,Trichodon,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Trichodon trichodon (Tilesius, 1813). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283043 on 2024-02-21",2024-02-21,WORMS
Trichophorum alpinum,Alpine cotton grass/Alpine bulrush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichophorum caespitosum,Tufted clubrush/Tufted bulrush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichotropis cancellata,cancellate hairysnail,Present,Kachemak_Bay,Species,580665,"Hinds, 1843",Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,"MolluscaBase eds. (2024). MolluscaBase. Trichotropis cancellata Hinds, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580665 on 2024-02-21",2024-02-21,WORMS
Trientalis europaea,Arctic starflower,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trientalis europaea ssp. arctica,Arctic starflower,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium hybridum,Alsike clover,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium pratense,Red clover,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium repens,White clover,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolum spp.,Clover,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triglochin maritimum,Sea arrow grass/Seaside arrow grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triglochin palustre,Marsh arrow grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triglops forficatus,Scissortail sculpin,Present,Kachemak_Bay,Species,254530,"(Gilbert, 1896)",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Triglops forficatus (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254530 on 2024-02-21",2024-02-21,WORMS
Triglops macellus,Roughspine sculpin,Present,Kachemak_Bay,Species,274399,"(Bean, 1884)",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Triglops macellus (Bean, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274399 on 2024-02-21",2024-02-21,WORMS
Tringa flavipes,Lesser Yellowlegs,Present,Kachemak_Bay,Species,159030,"(Gmelin, 1789)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,"WoRMS (2024). Tringa flavipes (Gmelin, 1789). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159030 on 2024-02-21",2024-02-21,WORMS
Tringa melanoleuca,Greater Yellowlegs,Present,Kachemak_Bay,Species,158967,"(Gmelin, 1789)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,"WoRMS (2024). Tringa melanoleuca (Gmelin, 1789). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158967 on 2024-02-21",2024-02-21,WORMS
Tringa solitaria,Solitary Sandpiper,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triopha carpenteri,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triopha catalinae,Orange-tipped nudibranch/Clown nudibranch,Present,Kachemak_Bay,Species,531258,"(J. G. Cooper, 1863)",Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,"MolluscaBase eds. (2024). MolluscaBase. Triopha catalinae (J. G. Cooper, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=531258 on 2024-02-21",2024-02-21,WORMS
